timestamp,last_offset_s,rms_offset_s,frequency_ppm,system_time_s
2026-07-05T14:41:42.546,+0.000224121,0.000130304,-6.314,-0.000000070
2026-07-05T14:42:13.115,+0.000000000,0.000000000,-6.314,-0.000000000
2026-07-05T14:42:14.129,+0.000000000,0.000000000,-6.314,-0.000000000
2026-07-05T14:42:15.138,+0.000000000,0.000000000,-6.314,-0.000000000
2026-07-05T14:42:16.155,+0.000000000,0.000000000,-6.314,-0.000000000
2026-07-05T14:42:17.168,+0.000000000,0.000000000,-6.314,-0.000000000
2026-07-05T14:41:48.624,+29.564262390,29.564262390,-6.314,-0.000000000
2026-07-05T14:41:49.644,+29.564262390,29.564262390,-6.314,-0.000000000
2026-07-05T14:41:50.656,+0.000021350,0.000021350,-6.315,+0.000017848
2026-07-05T14:41:51.670,+0.000021350,0.000021350,-6.315,+0.000013733
2026-07-05T14:41:52.690,+0.000021350,0.000021350,-6.315,+0.000009623
2026-07-05T14:41:53.701,+0.000021350,0.000021350,-6.315,+0.000005532
2026-07-05T14:41:54.725,+0.000021350,0.000021350,-6.315,+0.000001385
2026-07-05T14:41:55.750,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:41:56.775,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:41:57.797,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:41:58.821,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:41:59.842,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:00.861,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:01.876,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:02.891,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:03.909,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:04.928,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:05.944,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:06.958,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:07.980,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:08.997,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:10.018,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:11.031,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:12.049,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:13.065,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:14.079,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:15.090,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:16.103,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:17.113,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:18.123,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:19.127,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:20.132,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:21.147,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:22.168,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:23.178,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:24.191,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:25.205,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:26.222,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:27.237,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:28.262,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:29.272,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:30.291,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:31.300,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:32.315,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:33.332,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:34.344,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:35.362,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:36.373,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:37.387,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:38.405,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:39.419,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:40.438,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:41.455,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:42.479,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:43.495,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:44.513,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:45.548,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:46.566,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:47.581,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:48.718,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:49.746,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:50.773,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:51.792,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:52.816,+0.000021350,0.000021350,-6.315,-0.000000002
2026-07-05T14:42:53.827,+0.000021350,0.000021350,-6.315,-0.000000003
2026-07-05T14:42:54.843,-0.000122923,0.000122923,-6.355,-0.000121465
2026-07-05T14:42:55.861,-0.000122923,0.000122923,-6.355,-0.000119993
2026-07-05T14:42:56.877,-0.000122923,0.000122923,-6.355,-0.000118529
2026-07-05T14:42:57.891,-0.000122923,0.000122923,-6.355,-0.000117065
2026-07-05T14:42:58.903,-0.000122923,0.000122923,-6.355,-0.000115606
2026-07-05T14:42:59.911,-0.000122923,0.000122923,-6.355,-0.000114152
2026-07-05T14:43:00.920,-0.000122923,0.000122923,-6.355,-0.000112694
2026-07-05T14:43:01.932,-0.000122923,0.000122923,-6.355,-0.000111232
2026-07-05T14:43:02.946,-0.000122923,0.000122923,-6.355,-0.000109770
2026-07-05T14:43:03.964,-0.000122923,0.000122923,-6.355,-0.000108300
2026-07-05T14:43:04.978,-0.000122923,0.000122923,-6.355,-0.000106837
2026-07-05T14:43:05.992,-0.000122923,0.000122923,-6.355,-0.000105372
2026-07-05T14:43:07.008,-0.000122923,0.000122923,-6.355,-0.000103906
2026-07-05T14:43:08.023,-0.000122923,0.000122923,-6.355,-0.000102441
2026-07-05T14:43:09.038,-0.000122923,0.000122923,-6.355,-0.000100977
2026-07-05T14:43:10.051,-0.000122923,0.000122923,-6.355,-0.000099514
2026-07-05T14:43:11.070,-0.000122923,0.000122923,-6.355,-0.000098044
2026-07-05T14:43:12.089,-0.000122923,0.000122923,-6.355,-0.000096573
2026-07-05T14:43:13.101,-0.000122923,0.000122923,-6.355,-0.000095113
2026-07-05T14:43:14.115,-0.000122923,0.000122923,-6.355,-0.000093649
2026-07-05T14:43:15.130,-0.000122923,0.000122923,-6.355,-0.000092183
2026-07-05T14:43:16.146,-0.000122923,0.000122923,-6.355,-0.000090718
2026-07-05T14:43:17.162,-0.000122923,0.000122923,-6.355,-0.000089252
2026-07-05T14:43:18.176,-0.000122923,0.000122923,-6.355,-0.000087788
2026-07-05T14:43:19.192,-0.000122923,0.000122923,-6.355,-0.000086321
2026-07-05T14:43:20.206,-0.000122923,0.000122923,-6.355,-0.000084858
2026-07-05T14:43:21.220,-0.000122923,0.000122923,-6.355,-0.000083394
2026-07-05T14:43:22.232,-0.000122923,0.000122923,-6.355,-0.000081931
2026-07-05T14:43:23.252,-0.000122923,0.000122923,-6.355,-0.000080462
2026-07-05T14:43:24.264,-0.000122923,0.000122923,-6.355,-0.000079001
2026-07-05T14:43:25.280,-0.000122923,0.000122923,-6.355,-0.000077534
2026-07-05T14:43:26.298,-0.000122923,0.000122923,-6.355,-0.000076066
2026-07-05T14:43:27.318,-0.000122923,0.000122923,-6.355,-0.000074592
2026-07-05T14:43:28.327,-0.000122923,0.000122923,-6.355,-0.000073140
2026-07-05T14:43:29.337,-0.000122923,0.000122923,-6.355,-0.000071678
2026-07-05T14:43:30.348,-0.000122923,0.000122923,-6.355,-0.000070223
2026-07-05T14:43:31.363,-0.000122923,0.000122923,-6.355,-0.000068754
2026-07-05T14:43:32.377,-0.000122923,0.000122923,-6.355,-0.000067295
2026-07-05T14:43:33.388,-0.000122923,0.000122923,-6.355,-0.000065830
2026-07-05T14:43:34.401,-0.000122923,0.000122923,-6.355,-0.000064372
2026-07-05T14:43:35.417,-0.000122923,0.000122923,-6.355,-0.000062904
2026-07-05T14:43:36.440,-0.000122923,0.000122923,-6.355,-0.000061429
2026-07-05T14:43:37.449,-0.000122923,0.000122923,-6.355,-0.000059970
2026-07-05T14:43:38.467,-0.000122923,0.000122923,-6.355,-0.000058503
2026-07-05T14:43:39.483,-0.000122923,0.000122923,-6.355,-0.000057034
2026-07-05T14:43:40.498,-0.000122923,0.000122923,-6.355,-0.000055572
2026-07-05T14:43:41.511,-0.000122923,0.000122923,-6.355,-0.000054109
2026-07-05T14:43:42.523,-0.000122923,0.000122923,-6.355,-0.000052649
2026-07-05T14:43:43.532,-0.000122923,0.000122923,-6.355,-0.000051191
2026-07-05T14:43:44.551,-0.000122923,0.000122923,-6.355,-0.000049722
2026-07-05T14:43:45.558,-0.000122923,0.000122923,-6.355,-0.000048265
2026-07-05T14:43:46.571,-0.000122923,0.000122923,-6.355,-0.000046804
2026-07-05T14:43:47.588,-0.000122923,0.000122923,-6.355,-0.000045339
2026-07-05T14:43:48.596,-0.000122923,0.000122923,-6.355,-0.000043881
2026-07-05T14:43:49.613,-0.000122923,0.000122923,-6.355,-0.000042413
2026-07-05T14:43:50.633,-0.000122923,0.000122923,-6.355,-0.000040942
2026-07-05T14:43:51.653,-0.000122923,0.000122923,-6.355,-0.000039468
2026-07-05T14:43:52.665,-0.000122923,0.000122923,-6.355,-0.000038008
2026-07-05T14:43:53.680,-0.000122923,0.000122923,-6.355,-0.000036544
2026-07-05T14:43:54.696,-0.000122923,0.000122923,-6.355,-0.000035077
2026-07-05T14:43:55.713,-0.000122923,0.000122923,-6.355,-0.000033609
2026-07-05T14:43:56.733,-0.000122923,0.000122923,-6.355,-0.000032137
2026-07-05T14:43:57.753,-0.000122923,0.000122923,-6.355,-0.000030665
2026-07-05T14:43:58.765,+0.000201534,0.000132893,-6.24,+0.000168764
2026-07-05T14:43:59.776,+0.000201534,0.000132893,-6.24,+0.000163157
2026-07-05T14:44:00.791,+0.000201534,0.000132893,-6.24,+0.000157530
2026-07-05T14:44:01.806,+0.000201534,0.000132893,-6.24,+0.000151901
2026-07-05T14:44:02.824,+0.000201534,0.000132893,-6.24,+0.000146255
2026-07-05T14:44:03.843,+0.000201534,0.000132893,-6.24,+0.000140599
2026-07-05T14:44:04.853,+0.000201534,0.000132893,-6.24,+0.000135005
2026-07-05T14:44:05.862,+0.000201534,0.000132893,-6.24,+0.000129400
2026-07-05T14:44:06.885,+0.000201534,0.000132893,-6.24,+0.000123721
2026-07-05T14:44:07.907,+0.000201534,0.000132893,-6.24,+0.000118058
2026-07-05T14:44:08.929,+0.000201534,0.000132893,-6.24,+0.000112389
2026-07-05T14:44:09.950,+0.000201534,0.000132893,-6.24,+0.000106722
